system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,.geo
000000000000000016ac_0,984,473,259,422,242,681,1874,2260,2181,2480,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016ad_0,2949,2166,776,982,1180,1414,1650,1784,1928,2032,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016ae_0,3099,1977,577,954,848,1440,2714,2975,3098,3195,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016b1_0,3000,2567,783,1024,1310,1438,1634,1773,1912,1946,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016b2_0,1280,624,187,346,182,601,1804,2158,2329,2307,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016b3_0,2075,1700,369,601,543,1334,1991,2309,2266,2311,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016b6_0,2278,1551,372,451,667,1068,1265,1490,1542,1726,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016bb_0,1648,696,388,602,312,891,2875,3360,3296,3369,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016be_0,3240,2646,819,1088,1266,1567,2112,2354,2468,2529,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016c1_0,986,412,138,330,153,602,2076,2575,2810,2840,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016c2_0,1457,994,338,636,612,844,1274,1544,1547,1606,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016c3_0,3687,2874,1606,2138,2442,2647,3154,3483,3780,3665,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016c6_0,4167,3838,824,1454,2014,2353,2474,2630,2842,2794,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016c9_0,1647,909,362,518,497,989,2140,2446,2462,3051,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016cb_0,2613,2138,683,922,1154,1428,1583,1647,1764,1807,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016cc_0,1176,573,313,544,393,815,1954,2235,2496,2496,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016ce_0,1921,828,250,411,207,618,3050,4173,4416,4284,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016d0_0,3132,2251,450,720,1046,1437,1766,1960,2216,2299,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016d3_0,3453,2906,935,1336,1580,2036,2394,2535,2752,2725,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016d4_0,742,345,145,260,145,531,1171,1389,1483,1527,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016d6_0,1597,654,293,460,279,612,2971,4450,4396,4591,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016d8_0,3290,2902,992,1604,2140,2515,2937,3040,3120,3106,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016dc_0,2365,1061,243,443,206,685,4141,5602,5768,5812,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016dd_0,1562,685,247,458,302,643,2476,3419,3607,3637,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016e0_0,2421,1825,731,1009,1176,1442,1852,1964,2002,2095,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016e3_0,2798,2226,665,810,929,1246,2287,2679,2258,2994,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016e5_0,319,261,2267,2192,2180,1804,2730,3058,3443,2785,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016e8_0,4682,4095,2032,2780,3278,3764,3839,4006,3786,3913,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016e9_0,1809,853,293,539,323,948,2917,3767,3354,3900,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016eb_0,2577,1383,393,697,760,1281,2255,2631,2966,3026,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016ed_0,2368,1770,118,526,495,1157,2094,2373,2822,2673,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016f0_0,2959,2080,553,796,684,1426,2498,2881,3232,3128,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016f2_0,3265,1878,473,912,544,1507,3629,4139,4228,4386,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016f5_0,2502,1785,753,1062,1110,1608,2170,2320,2282,2400,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016f8_0,615,265,28,96,62,254,1083,1417,1328,1578,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016f9_0,1855,1015,249,414,312,847,1895,2359,2283,2560,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016fd_0,104,104,228,276,251,326,157,168,183,131,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000016ff_0,2378,1128,401,789,400,1229,3619,4161,3992,4510,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001702_0,2675,2112,618,913,1024,1379,1924,2066,2126,2218,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001703_0,2263,1262,430,655,534,1328,2353,2628,2786,2938,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001705_0,1883,986,328,610,311,946,3171,3775,4219,3935,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001707_0,2549,1912,415,740,755,1177,1889,2075,2244,2303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000170a_0,816,719,3392,4400,4928,4983,3504,3462,3462,2837,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000170d_0,2440,1396,357,642,448,1117,2463,2650,2974,2905,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000170f_0,3060,2797,1196,1516,1688,1829,2177,2339,2522,2480,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001717_0,3031,2636,930,1204,1442,1748,1988,2151,2194,2248,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000171a_0,1344,631,285,429,246,606,2323,3112,3500,3188,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000171c_0,2493,1737,344,655,647,1295,2427,2678,2786,2916,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000171f_0,3620,3316,1240,1598,1948,2092,2206,2317,2556,2490,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001722_0,1674,842,314,634,267,890,2729,3230,4276,3405,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001724_0,2747,2151,822,1044,1256,1469,1806,1923,1986,2086,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001725_0,847,463,128,288,277,482,1191,1499,2134,1600,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001727_0,1985,1494,431,587,526,927,1807,2133,2564,2345,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001729_0,2761,2189,643,879,1060,1384,1840,1989,2104,2211,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000172c_0,4728,4596,1530,2102,2634,3033,3308,3444,3384,3557,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000172f_0,1568,717,187,396,220,665,2205,2843,3304,3068,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001731_0,4251,3773,1122,1566,2032,2436,2729,2917,3042,3127,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001734_0,3013,2263,375,685,932,1374,2075,2300,2608,2590,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001739_0,2672,2442,927,1216,1416,1558,1679,1771,1798,1816,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000173e_0,2713,1765,591,838,781,1341,2469,2774,2790,3056,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001741_0,3848,3248,2002,2518,2714,2849,3098,3197,3508,3358,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001742_0,821,379,161,256,178,420,1169,1438,1438,1523,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001744_0,1186,585,188,437,218,503,1523,2027,2381,2033,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001746_0,3749,3271,1120,1604,1980,2527,2994,3137,3308,3261,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001749_0,2260,1540,227,567,433,985,2281,2615,2814,2620,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000174a_0,2307,1478,485,792,758,1271,2437,2874,2878,3155,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000174e_0,3730,3128,1332,1818,2312,2675,2767,2911,2896,2975,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000174f_0,1629,641,184,452,182,967,3333,4123,4584,4424,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001751_0,963,510,229,316,190,534,1561,2056,2204,2261,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001753_0,1121,633,94,472,277,832,1699,1851,1976,1911,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001756_0,2950,2422,307,644,952,1107,1258,1387,1674,1575,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001758_0,1597,936,138,511,267,1104,2302,2686,2920,2923,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000175b_0,2610,1614,358,615,551,1226,2558,2953,3342,3162,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000175e_0,1864,835,272,467,278,713,2478,2956,2998,3203,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000175f_0,2325,1345,317,646,360,1176,2867,3857,4292,3946,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001763_0,3755,3499,1110,1500,1882,2087,2262,2397,2490,2559,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001766_0,2241,1207,468,855,611,1591,2984,3458,4059,3923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001768_0,1964,1934,875,1094,1222,1335,1560,1617,1624,1593,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000176c_0,1581,720,360,736,346,1075,4004,4801,4856,4931,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001770_0,2304,1944,808,1052,1270,1413,1851,1978,2142,2069,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001774_0,887,449,249,422,236,571,1640,1881,2152,2038,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001778_0,2789,2382,622,899,1196,1327,1359,1459,1748,1630,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001779_0,1315,591,224,401,204,563,1731,2330,2710,2225,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000177a_0,2025,1106,278,425,427,870,1496,1659,1880,2074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000177d_0,2532,1764,453,719,905,1293,1911,2045,2178,2239,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001780_0,2099,1476,474,673,596,1046,2216,2547,2706,2716,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001781_0,2937,1844,512,763,846,1363,1979,2219,2234,2469,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001788_0,2588,1199,327,734,304,1342,4709,5904,6059,6287,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000178a_0,2707,2274,885,1082,1334,1522,1688,1814,1870,1945,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000178d_0,3164,2409,415,624,921,1272,1718,1902,2066,2169,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000178e_0,2133,882,281,626,241,1089,4319,5379,5612,5580,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001792_0,2235,1846,777,1044,1178,1363,1650,1735,1750,1778,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001795_0,567,265,168,216,114,311,943,1175,1394,1314,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001796_0,1777,1144,638,938,785,1108,2067,2332,2610,2539,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000179b_0,1299,614,213,342,178,597,2232,2644,2862,2870,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000179d_0,2527,2081,680,886,910,1392,2052,2304,2303,2449,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000179f_0,3510,2965,1070,1294,1390,1761,2191,2453,2224,2588,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a3_0,2258,1027,199,598,304,1084,3531,4293,4396,4572,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a4_0,1874,945,505,774,572,1034,3142,4243,4352,4533,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a8_0,1466,614,195,382,162,817,2993,3736,3855,4114,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017aa_0,2569,1821,597,852,1500,1726,2720,2897,2754,2858,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ab_0,2207,1764,594,771,882,1220,1503,1598,1714,1714,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ac_0,3671,3357,913,1386,1820,2041,2487,2673,2898,2840,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b1_0,1622,772,385,639,345,966,2593,2893,2972,3138,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b4_0,2317,1342,440,709,659,1113,2444,2729,2688,2900,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b8_0,2595,1811,720,1008,967,1329,1954,2189,2200,2328,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c1_0,2848,2149,722,1226,1566,2035,2776,2927,3040,2985,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c5_0,1358,607,199,353,222,486,2384,3520,3522,3705,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c6_0,1287,628,174,393,215,651,2563,3602,3511,3811,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017cc_0,1964,917,323,446,252,829,2672,3575,3688,3753,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017cd_0,2188,1379,335,662,502,1255,2726,3136,3408,3362,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ce_0,424,556,7972,7901,8032,8339,8020,7845,7964,7674,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d1_0,3820,3437,1068,1468,1768,2275,2662,2840,2910,2987,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d2_0,764,375,210,330,197,499,1282,1516,1696,1664,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d6_0,1030,1137,8746,8512,8641,9752,9307,9139,8705,8947,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d9_0,1928,1263,462,711,606,1123,2263,2693,2846,2905,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017da_0,3087,2147,590,896,982,1532,2171,2332,2392,2655,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017db_0,1481,711,342,499,304,761,2214,2796,2806,3075,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017de_0,2504,2230,559,742,939,1142,1374,1478,1568,1601,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017df_0,1834,803,204,449,209,948,3107,3855,4276,4105,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017e2_0,1535,741,205,433,233,887,2841,3480,3945,3818,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017e3_0,3892,3484,886,1294,1788,2116,2199,2316,2344,2530,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017e6_0,3306,2485,235,520,764,1383,2044,2201,2742,2635,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017e8_0,1279,710,437,570,392,920,2093,2422,1506,2631,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017f0_0,2224,1511,442,757,763,1340,2564,2929,2896,3090,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017f3_0,2586,2094,932,1308,1588,1713,1804,1867,2104,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017f4_0,1599,686,297,459,218,727,2760,3644,3942,3871,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017fc_0,1645,755,317,517,290,644,2820,4117,4288,4348,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017fd_0,1623,733,312,511,301,660,2820,3908,3706,4094,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001800_0,2396,2025,871,1138,1372,1603,2015,2175,2334,2238,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001801_0,1772,797,168,398,213,825,2569,2994,3106,3459,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001803_0,1948,988,327,598,357,863,2699,3575,3687,3822,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001804_0,1914,1042,248,494,368,878,3027,4056,4272,4246,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001805_0,3738,3442,1054,1584,2194,2488,2786,2935,2922,3039,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001809_0,2366,968,241,587,214,1109,4152,5268,5084,5594,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000180b_0,2432,1512,360,619,556,1580,2829,3443,3104,3951,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001811_0,2943,2170,802,1102,1228,1446,1931,2131,2272,2347,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001812_0,1799,1332,430,600,630,951,1412,1550,1560,1641,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001815_0,4142,3880,1704,2426,2976,3035,3259,3371,3918,3457,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001818_0,6438,4784,2292,2832,3172,3932,4066,4131,4094,4563,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000181a_0,4109,3610,1508,2006,2392,2713,3016,3177,3330,3296,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000181e_0,1828,805,298,713,466,1400,3374,4069,4540,4356,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000181f_0,1704,704,292,466,240,720,2940,3786,3825,4008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001823_0,1883,841,224,559,269,1145,3165,3856,4080,4214,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001826_0,1985,1201,370,621,606,1001,2101,2414,2520,2605,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001827_0,2883,2290,651,966,1236,1620,2109,2247,2470,2461,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000182a_0,3318,2978,1007,1374,1630,1759,1995,2104,2432,2309,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000182c_0,1669,708,163,360,190,704,2535,3123,3230,3541,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000182d_0,877,383,218,295,211,487,1572,1992,2276,2245,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000182f_0,2786,2251,600,1046,1508,1744,1885,2019,2152,2146,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001833_0,3401,2183,566,821,946,1453,2211,2559,2896,2856,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001834_0,1962,1100,292,487,302,709,2463,3187,3240,3340,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001837_0,2778,2518,873,1150,1490,1768,2080,2202,2324,2300,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000183b_0,2998,2316,704,943,1144,1597,1977,2133,2272,2351,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000183f_0,1739,857,415,760,461,1080,2336,2611,2570,2718,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001840_0,1361,579,140,375,194,697,2433,3054,3307,3165,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001844_0,3074,2670,760,913,1174,1361,1543,1683,1840,1883,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001849_0,2768,1881,444,763,866,1215,1936,2125,2264,2332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000184c_0,3582,3213,1072,1446,1770,2132,2334,2473,2592,2597,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001851_0,3501,3172,1290,1792,2134,2384,2736,2814,2946,2886,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001854_0,2097,1742,531,620,646,919,1526,1710,1900,1872,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000185c_0,2026,830,373,715,417,1098,4168,4930,4960,5035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000185d_0,1936,1016,393,728,477,1148,2418,2761,2935,2982,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000185e_0,4335,3610,974,1582,2254,2605,3008,3208,3196,3363,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001861_0,1009,902,4920,5044,5355,5363,5216,5277,5981,5356,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001866_0,2872,2314,1074,1522,1912,2052,2164,2264,2278,2390,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001869_0,2404,1876,529,988,1108,1540,2149,2410,2968,2694,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000186b_0,2161,1405,494,688,559,1028,2118,2446,2502,2618,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000186e_0,3250,2998,948,1342,1660,1955,2457,2563,2712,2699,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000186f_0,1376,584,138,334,181,607,2594,3090,3537,3286,"{""type"":""MultiPoint"",""coordinates"":[]}"
